company,ticker,year,revenue_MEUR,csrd_2025,csrd_2027,segment,industry,hq_country,years_esg_data,base_year,external_audit_of_ESG_report,ceo_sust_statem,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,disclosure_of_water_discharges,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool
AFRY AB,AFRY,2021,1914.302038,1,0,Large,Industrial Goods and Services,Sweden,3,2020,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
AFRY AB,AFRY,2022,2215.704767,1,0,Large,Industrial Goods and Services,Sweden,3,2020,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1
Immunovia AB,IMMNOV,2019,2.621405447,0,1,Mid,Health Care,Sweden,4,2019,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Immunovia AB,IMMNOV,2020,0.034469625,0,0,Mid,Health Care,Sweden,4,2019,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immunovia AB,IMMNOV,2021,0.080365645,0,0,Mid,Health Care,Sweden,4,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immunovia AB,IMMNOV,2022,0.107718324,0,0,Mid,Health Care,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Inwido AB,INWI,2019,631.3654542,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Inwido AB,INWI,2020,636.1645401,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0
Inwido AB,INWI,2021,735.5646544,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
Inwido AB,INWI,2022,898.1544417,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Gränges AB,GRNG,2019,1140.544658,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Gränges AB,GRNG,2020,1044.56294,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Gränges AB,GRNG,2021,1718.148924,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Gränges AB,GRNG,2022,2304.045155,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
NP3 Fastigheter AB,NP3,2019,95.79127785,0,1,Large,Other,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
NP3 Fastigheter AB,NP3,2020,103.8849743,0,1,Large,Other,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0
Lifco AB,LIFCO,2019,1318.32032,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Thule Group AB,THULE,2019,681.4748828,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Thule Group AB,THULE,2020,745.381832,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Thule Group AB,THULE,2021,170.443725,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Thule Group AB,THULE,2022,953.7158984,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Eltel AB,ELTEL,2019,1087.6,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
Eltel AB,ELTEL,2020,938.0,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Eltel AB,ELTEL,2021,812.6,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
Eltel AB,ELTEL,2022,823.6,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1
Stendörren Fastigheter AB,STEF,2019,56.3702152,0,1,Mid,Finance,Sweden,3,2019,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0
Stendörren Fastigheter AB,STEF,2020,61.98819273,0,1,Mid,Finance,Sweden,3,2019,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0
Stendörren Fastigheter AB,STEF,2022,51.46019479,0,1,Mid,Finance,Sweden,3,2019,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
Klövern AB,KLOV B,2019,360.67,0,1,Large,Other,Sweden,2,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
Klövern AB,KLOV B,2020,313.654542,0,1,Large,Other,Sweden,2,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Dustin Group AB,DUST,2019,1193.677395,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1
Dustin Group AB,DUST,2020,1320.675781,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
Dustin Group AB,DUST,2021,1511.902495,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
Dustin Group AB,DUST,2022,2220.305139,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1
Sdiptech AB,SDIP,2021,258.8935441,1,0,Large,Industrial Goods and Services,Sweden,2,2021,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
Sdiptech AB,SDIP,2022,329.759186,1,0,Large,Industrial Goods and Services,Sweden,2,2021,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1
Hoist Finance AB,HOFI,2019,277.8518377,1,0,Mid,Finance,Sweden,4,2019,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1
Hoist Finance AB,HOFI,2020,323.8430775,1,0,Mid,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Hoist Finance AB,HOFI,2021,301.5616073,1,0,Mid,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Hoist Finance AB,HOFI,2022,245.823563,1,0,Mid,Finance,Sweden,4,2019,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1
Axfood AB,AXFO,2019,4831.460674,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Axfood AB,AXFO,2020,5112.93087,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Axfood AB,AXFO,2021,5512.378595,1,0,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Axfood AB,AXFO,2022,6911.947319,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Collector Bank AB (formerly: Collector AB),COLL,2019,232.32,0,1,Mid,Finance,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Collector Bank AB (formerly: Collector AB),COLL,2020,201.7710912,0,1,Mid,Finance,Sweden,4,2019,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
Collector Bank AB (formerly: Collector AB),COLL,2021,255.5703675,0,1,Mid,Finance,Sweden,4,2019,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1
HEXPOL AB,HPOL,2019,1476.67111,1,0,Large,Basic Materials,Sweden,4,2019,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0
HEXPOL AB,HPOL,2020,1278.232718,1,0,Large,Basic Materials,Sweden,4,2019,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
HEXPOL AB,HPOL,2021,1523.995429,1,0,Large,Basic Materials,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
HEXPOL AB,HPOL,2022,2092.557793,1,0,Large,Basic Materials,Sweden,4,2019,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0
Magnolia Bostad AB,MAG,2019,71.51018854,0,1,Mid,Finance,Sweden,2,2019,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Magnolia Bostad AB,MAG,2020,224.5286612,0,1,Mid,Finance,Sweden,2,2019,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Wallenstam AB,WALL,2019,192.91,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
Wallenstam AB,WALL,2020,212.12,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
Wallenstam AB,WALL,2021,221.2911826,0,1,Large,Finance,Sweden,4,2019,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
Wallenstam AB,WALL,2022,234.2427093,0,1,Large,Finance,Sweden,4,2019,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
Pandox AB,PNDX,2019,528.7564273,1,0,Large,Finance,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1
Pandox AB,PNDX,2020,302.6090269,0,1,Large,Finance,Sweden,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Pandox AB,PNDX,2021,311.6549229,0,1,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Pandox AB,PNDX,2022,531.9121414,1,0,Large,Finance,Sweden,4,2019,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Pegroco Invest AB,PEGRO,2021,234.583127,0,0,Large,Finance,Sweden,1,2021,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0
ASSA ABLOY AB,ASSA,2019,8003.047039,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
ASSA ABLOY AB,ASSA,2020,8345.934108,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
ASSA ABLOY AB,ASSA,2021,9046.56256,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
ASSA ABLOY AB,ASSA,2022,8937.629351,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Svenska Handelsbanken AB,SHB,2019,4243.382213,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
Svenska Handelsbanken AB,SHB,2020,4209.769568,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Svenska Handelsbanken AB,SHB,2021,4127.499524,1,0,Large,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1
Svenska Handelsbanken AB,SHB,2022,4727.093133,1,0,Large,Finance,Sweden,4,2019,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1
Coor Service Management Holding AB,COOR,2019,982.0034279,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0
Coor Service Management Holding AB,COOR,2020,913.2546182,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
Coor Service Management Holding AB,COOR,2021,962.1024567,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Coor Service Management Holding AB,COOR,2022,1122.548086,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Alimak Group AB,ALIG,2019,433.32,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0
Alimak Group AB,ALIG,2020,356.1512093,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
Alimak Group AB,ALIG,2021,354.9609598,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
Alimak Group AB,ALIG,2022,424.4760491,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Nobina AB,NOBINA,2019,1013.616454,1,0,Mid,Industrial Goods and Services,Sweden,3,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0
Nobina AB,NOBINA,2020,1027.137688,1,0,Mid,Industrial Goods and Services,Sweden,3,2019,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0
Nobina AB,NOBINA,2022,,0,0,Mid,Industrial Goods and Services,Sweden,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serneke Group AB,SRNKE,2019,640.3542182,1,0,Mid,Industrial Goods and Services,Sweden,2,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Serneke Group AB,SRNKE,2020,654.2563321,1,0,Mid,Industrial Goods and Services,Sweden,2,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
TF Bank AB,TFBANK,2019,67.22529042,0,1,Mid,Finance,Sweden,4,2019,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
TF Bank AB,TFBANK,2020,57.39859074,0,1,Mid,Finance,Sweden,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
TF Bank AB,TFBANK,2021,115.6533041,0,1,Mid,Finance,Sweden,4,2019,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TF Bank AB,TFBANK,2022,132.9309968,0,1,Mid,Finance,Sweden,4,2019,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
Sinch AB,SINCH,2019,479.527709,0,1,Large,Technology,Sweden,3,2019,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
Karo Pharma AB,KARO,2019,181.0321843,0,1,Large,Health Care,Sweden,3,2019,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
Karo Pharma AB,KARO,2020,274.506475,0,1,Large,Health Care,Sweden,3,2019,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Karo Pharma AB,KARO,2021,281.9800038,0,1,Large,Health Care,Sweden,3,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Bravida Holding AB,BRAV,2019,1942.868025,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
Bravida Holding AB,BRAV,2020,2013.616454,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0
Bravida Holding AB,BRAV,2021,2083.031803,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0
Bravida Holding AB,BRAV,2022,2474.510975,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
Lagercrantz Group AB,LAGR,2019,398.0194249,1,0,Large,Technology,Sweden,3,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Scandic Hotels Group AB,SHOT,2019,1803.942106,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
Scandic Hotels Group AB,SHOT,2020,711.293087,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
Scandic Hotels Group AB,SHOT,2021,964.5781756,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
Scandic Hotels Group AB,SHOT,2022,1809.103374,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Resurs Holding AB,RESURS,2019,439.3063226,0,1,Mid,Finance,Sweden,4,2019,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Resurs Holding AB,RESURS,2020,382.0710341,0,1,Mid,Finance,Sweden,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Resurs Holding AB,RESURS,2021,326.9147781,0,1,Mid,Finance,Sweden,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Resurs Holding AB,RESURS,2022,301.0468434,0,1,Mid,Finance,Sweden,4,2019,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
Attendo AB,ATT,2019,1136.4502,1,0,Mid,Health Care,Sweden,4,2019,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0
Attendo AB,ATT,2020,1170.062845,1,0,Mid,Health Care,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
Attendo AB,ATT,2021,1225.195201,1,0,Mid,Health Care,Sweden,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1
Attendo AB,ATT,2022,1363.7422,1,0,Mid,Health Care,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Dometic Group AB,DOM,2019,1761.854885,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0
Dometic Group AB,DOM,2020,1543.229861,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
Dometic Group AB,DOM,2021,2048.752619,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
Dometic Group AB,DOM,2022,2800.111952,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
Camurus AB,CAMX,2019,10.05570368,0,1,Mid,Health Care,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camurus AB,CAMX,2020,31.99362026,0,1,Mid,Health Care,Sweden,4,2019,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Camurus AB,CAMX,2021,57.18625024,0,1,Mid,Health Care,Sweden,4,2019,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0
Camurus AB,CAMX,2022,89.93774445,0,1,Mid,Health Care,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
Vitec Software Group AB,VIT,2019,110.0742716,0,1,Large,Technology,Sweden,4,2019,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
Vitec Software Group AB,VIT,2020,140.4208722,0,1,Large,Technology,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitec Software Group AB,VIT,2021,149.6199771,1,0,Large,Technology,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Vitec Software Group AB,VIT,2022,186.0845801,1,0,Large,Technology,Sweden,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
Kindred Group Plc (formerly Unibet Group),KIND,2019,1077.68595,1,0,Large,Other,Malta,4,2019,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1
Kindred Group Plc (formerly Unibet Group),KIND,2021,1487.131051,1,0,Large,Other,Malta,4,2019,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
Kindred Group Plc (formerly Unibet Group),KIND,2022,1253.223574,1,0,Large,Other,Malta,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
AcadeMedia AB,ACAD,2019,1115.501809,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
AcadeMedia AB,ACAD,2020,1168.444106,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
AcadeMedia AB,ACAD,2021,1348.97209,1,0,Mid,Consumer Goods and Services,Sweden,3,2019,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Garo AB,GARO,2019,95.99123976,0,1,Mid,Technology,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0
Infant Bacterial Therapeutics AB,IBT,2019,,0,0,Mid,Health Care,Sweden,2,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infant Bacterial Therapeutics AB,IBT,2020,0.029708627,0,0,Mid,Health Care,Sweden,2,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humana AB,HUM,2019,711.0074272,1,0,Mid,Health Care,Sweden,4,2019,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Humana AB,HUM,2020,739.9542944,1,0,Mid,Health Care,Sweden,4,2019,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
Humana AB,HUM,2021,778.5183775,1,0,Mid,Health Care,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
Humana AB,HUM,2022,869.3668373,1,0,Mid,Health Care,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Bonava AB,BONAV,2020,1618.453628,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
Bonava AB,BONAV,2019,1473.433632,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
Bonava AB,BONAV,2021,1475.052371,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
Bonava AB,BONAV,2022,1477.011075,1,0,Mid,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
LeoVegas AB,LEO,2019,356.0,0,1,Mid,Other,Sweden,3,2019,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LeoVegas AB,LEO,2020,387.464,0,1,Mid,Other,Sweden,3,2019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LeoVegas AB,LEO,2021,391.171,0,1,Mid,Other,Sweden,3,2019,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SynAct Pharma,SYNACT,2022,,0,0,Mid,Health Care,Sweden,1,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradox Interactive AB,PDX,2021,137.8266997,0,1,Large,Consumer Goods and Services,Sweden,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
NIBE Industrier AB,NIBE,2019,2413.06,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"Öresund, Investment AB",ORES,2022,,0,0,Mid,Finance,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Öresund, Investment AB",ORES,2019,42.61,0,0,Mid,Finance,Sweden,4,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Öresund, Investment AB",ORES,2020,1.903351743,0,0,Mid,Finance,Sweden,4,2019,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Öresund, Investment AB",ORES,2021,1.677966102,0,0,Mid,Finance,Sweden,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fingerprint Cards AB,FING,2019,138.8878309,0,1,Mid,Industrial Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
Fingerprint Cards AB,FING,2020,119.5677014,0,1,Mid,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
Fingerprint Cards AB,FING,2021,129.0992192,0,1,Mid,Industrial Goods and Services,Sweden,4,2019,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
Fingerprint Cards AB,FING,2022,82.06055989,0,1,Mid,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1
ITAB Shop Concept AB,ITAB,2019,577.4138259,1,0,Mid,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
Internationella Engelska Skolan i Sverige Holdings II AB,ENG,2019,264.8162255,1,0,Mid,Consumer Goods and Services,Sweden,1,2019,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Volati AB,VOLO,2019,650.6379737,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Volati AB,VOLO,2020,637.5928395,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
Volati AB,VOLO,2021,600.7427157,1,0,Large,Industrial Goods and Services,Sweden,4,2019,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
Volati AB,VOLO,2022,729.1919009,1,0,Large,Industrial Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
Sagax AB,SAGA,2021,245.0009522,0,1,Large,Finance,Sweden,3,2019,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1
Sagax AB,SAGA,2022,350.6254954,0,1,Large,Finance,Sweden,3,2019,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1
MIPS AB,MIPS,2019,25.50685584,0,1,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
MIPS AB,MIPS,2020,34.75528471,0,1,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0
MIPS AB,MIPS,2021,57.89373453,0,1,Large,Consumer Goods and Services,Sweden,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
MIPS AB,MIPS,2022,52.96331138,0,1,Large,Consumer Goods and Services,Sweden,4,2019,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0
Oncopeptides AB,ONCO,2019,,0,0,Mid,Health Care,Sweden,2,2019,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Oncopeptides AB,ONCO,2020,,0,0,Mid,Health Care,Sweden,2,2019,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
SamhÃ¤llsbyggnadsbol. i Norden AB,SBB,2021,602.4096386,0,1,Large,Other,Sweden,1,2021,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1
Ambea AB,AMBEA,2019,1051.228337,1,0,Mid,Health Care,Sweden,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
