company,ticker,year,revenue_MEUR,csrd_2025,csrd_2027,segment,industry,hq_country,years_esg_data,base_year,external_audit_of_ESG_report,ceo_sust_statem,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,disclosure_of_water_discharges,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool
Siem Offshore Inc.,SIOFF,2020,218.6098214,1,0,Large,Energy and Utilities,Cayman Islands,3,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
Siem Offshore Inc.,SIOFF,2022,260.4875027,0,1,Large,Energy and Utilities,Cayman Islands,3,2019,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2021,1367.975893,1,0,Large,Other,United States,4,2019,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2020,553.3883929,0,0,Large,Other,United States,4,2019,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2019,9777.375893,1,0,Large,Other,United States,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2022,8395.187079,1,0,Large,Other,United States,4,2019,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0
Subsea 7 S.A.,SUBC,2019,3264.821429,1,0,Large,Energy and Utilities,Luxembourg,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Subsea 7 S.A.,SUBC,2020,3095.0,1,0,Large,Energy and Utilities,Luxembourg,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1
Subsea 7 S.A.,SUBC,2021,4473.214286,1,0,Large,Energy and Utilities,Luxembourg,4,2019,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Subsea 7 S.A.,SUBC,2022,4800.0,1,0,Large,Energy and Utilities,Luxembourg,4,2019,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1
Alvotech,ALVO,2022,,0,0,Large,Health Care,Iceland,1,2022,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1
Star Bulk Carriers Corp.,SBLK,2019,821.365,0,1,Mid,Industrial Goods and Services,United States,2,2019,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Star Bulk Carriers Corp.,SBLK,2020,821.365,0,1,Mid,Industrial Goods and Services,United States,2,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0
Tanker Investments Ltd,TNK,2020,791.4589286,1,0,Mid,Energy and Utilities,Bermuda,1,2020,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
Catena Media P.L.C,CTM,2021,136.112,0,1,Mid,Consumer Goods and Services,Malta,4,2019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catena Media P.L.C,CTM,2022,110.116,0,1,Mid,Consumer Goods and Services,Malta,4,2019,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Catena Media P.L.C,CTM,2020,105.991,0,1,Mid,Consumer Goods and Services,Malta,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIE plc (formerly United International E,UIE,2021,436.2589286,1,0,Large,Consumer Goods and Services,Denmark,3,2019,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Catena Media P.L.C,CTM,2019,102.817,0,1,Mid,Consumer Goods and Services,Malta,4,2019,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ICA Gruppen AB,ICA,2022,12818.29236,1,0,Large,Consumer Goods and Services,Sweden,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
Proffice AB,PROE,2020,20718.0,1,0,Mid,Industrial Goods and Services,Netherlands,1,2020,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1
Fjordkraft Holding ASA,FKRAFT,2020,428.1605681,0,1,Mid,Energy and Utilities,Norway,2,2019,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1
ABG Sundal Collier Holding ASA,ABG,2019,137.2796075,0,1,Mid,Finance,Norway,2,2019,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ABG Sundal Collier Holding ASA,ABG,2020,195.659603,0,1,Mid,Finance,Norway,2,2019,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Schibsted ASA,SCHBO,2019,1926.575,1,0,Large,Other,Norway,4,2019,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1
Schibsted ASA,SCHBO,2020,1311.282228,1,0,Large,Other,Norway,4,2019,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1
Kongsberg Automotive ASA,KOA,2019,1160.0,1,0,Mid,Consumer Goods and Services,Norway,3,2019,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0
Kongsberg Automotive ASA,KOA,2020,969.3,1,0,Mid,Consumer Goods and Services,Norway,3,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0
Kongsberg Automotive ASA,KOA,2021,905.6,1,0,Mid,Consumer Goods and Services,Norway,3,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0
Kongsberg Gruppen ASA,KOG,2019,2446.311384,1,0,Mid,Industrial Goods and Services,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Kongsberg Gruppen ASA,KOG,2020,2601.840753,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1
Kongsberg Gruppen ASA,KOG,2021,2788.455678,1,0,Mid,Industrial Goods and Services,Norway,4,2019,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
Kongsberg Gruppen ASA,KOG,2022,3147.999635,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
Storebrand ASA,STB,2019,3272.2,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1
Storebrand ASA,STB,2020,4206.2,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
Storebrand ASA,STB,2021,5351.99,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1
Storebrand ASA,STB,2022,4662.198,1,0,Large,Finance,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1
Mowi ASA,MOWI,2019,4074.2,1,0,Large,Consumer Goods and Services,Norway,4,2019,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1
Mowi ASA,MOWI,2020,3760.2,1,0,Large,Consumer Goods and Services,Norway,4,2019,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Mowi ASA,MOWI,2021,4202.2,1,0,Large,Consumer Goods and Services,Norway,4,2019,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
Mowi ASA,MOWI,2022,4940.8,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
Nordic Semiconductor ASA,NOD,2019,257.4955357,0,1,Large,Technology,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1
Nordic Semiconductor ASA,NOD,2020,361.7857143,0,1,Large,Technology,Norway,4,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
Nordic Semiconductor ASA,NOD,2021,546.0508929,1,0,Large,Technology,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1
Nordic Semiconductor ASA,NOD,2022,738.5822459,1,0,Large,Technology,Norway,4,2019,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1
Hexagon Composites ASA,HEX,2019,347.0330563,1,0,Mid,Industrial Goods and Services,Norway,4,2019,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0
Hexagon Composites ASA,HEX,2020,312.8872996,1,0,Mid,Industrial Goods and Services,Norway,4,2019,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
Hexagon Composites ASA,HEX,2021,359.9108068,1,0,Mid,Industrial Goods and Services,Norway,4,2019,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1
Hexagon Composites ASA,HEX,2022,501.0571121,1,0,Mid,Industrial Goods and Services,Norway,4,2019,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
IDEX Biometrics ASA,IDEX,2020,0.977678571,0,1,Mid,Technology,Norway,3,2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IDEX Biometrics ASA,IDEX,2021,2.535714286,0,1,Mid,Technology,Norway,3,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDEX Biometrics ASA,IDEX,2022,3.893457529,0,1,Mid,Technology,Norway,3,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF Gruppen ASA,AFG,2019,2285.296329,1,0,Large,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1
AF Gruppen ASA,AFG,2020,2745.382881,1,0,Large,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
AF Gruppen ASA,AFG,2021,2831.020541,1,0,Large,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
AF Gruppen ASA,AFG,2022,3088.686529,1,0,Large,Industrial Goods and Services,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
TGS-NOPEC Geophysical Company ASA,TGS,2019,522.8660714,0,1,Mid,Energy and Utilities,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
TGS-NOPEC Geophysical Company ASA,TGS,2020,285.2258929,0,1,Mid,Energy and Utilities,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1
TGS-NOPEC Geophysical Company ASA,TGS,2021,463.1151786,0,1,Mid,Energy and Utilities,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1
TGS-NOPEC Geophysical Company ASA,TGS,2022,680.5631529,0,1,Mid,Energy and Utilities,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Kitron ASA,KIT,2019,335.1770658,1,0,Mid,Technology,Norway,4,2019,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
Kitron ASA,KIT,2020,402.6798594,1,0,Mid,Technology,Norway,4,2019,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0
Kitron ASA,KIT,2021,377.0264532,1,0,Mid,Technology,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0
Kitron ASA,KIT,2022,642.0852204,1,0,Mid,Technology,Norway,4,2019,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0
Solstad Farstad ASA (formerly Farstad Shipping),SOFF,2020,510.5751844,1,0,Mid,Energy and Utilities,Norway,1,2020,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0
Belships ASA,BELO,2019,137.41875,0,1,Large,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Belships ASA,BELO,2020,196.725,0,1,Large,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
Belships ASA,BELO,2021,580.9589286,0,1,Large,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0
Belships ASA,BELO,2022,685.3988604,0,1,Large,Industrial Goods and Services,Norway,4,2019,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Lerøy Seafood Group ASA,LSG,2019,2075.103314,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0
Lerøy Seafood Group ASA,LSG,2020,2027.627745,1,0,Large,Consumer Goods and Services,Norway,4,2019,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0
Lerøy Seafood Group ASA,LSG,2021,2343.940348,1,0,Large,Consumer Goods and Services,Norway,4,2019,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
Lerøy Seafood Group ASA,LSG,2022,2637.52511,1,0,Large,Consumer Goods and Services,Norway,4,2019,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1
AKVA Group ASA,AKVA,2019,312.31,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
AKVA Group ASA,AKVA,2020,322.7254719,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0
AKVA Group ASA,AKVA,2021,316.0939881,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
AKVA Group ASA,AKVA,2022,328.6604466,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0
Solon Eiendom ASA,SOLON,2019,160.9801093,0,1,Mid,Finance,Norway,3,2019,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Solon Eiendom ASA,SOLON,2020,152.2155062,0,1,Mid,Finance,Norway,3,2019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Solon Eiendom ASA,SOLON,2022,,0,0,Mid,Finance,Norway,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonheur,BONHR,2021,766.017798,1,0,Large,Industrial Goods and Services,Norway,3,2019,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
Bonheur,BONHR,2019,795.9934172,1,0,Large,Industrial Goods and Services,Norway,3,2019,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Bonheur,BONHR,2020,627.2780837,1,0,Large,Industrial Goods and Services,Norway,3,2019,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Odfjell ASA,ODF,2019,778.8383929,1,0,Mid,Industrial Goods and Services,Norway,2,2019,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Odfjell ASA,ODF,2020,838.4464286,1,0,Mid,Industrial Goods and Services,Norway,2,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0
Arendals Fossekompani ASA,AFK,2019,488.3043134,1,0,Large,Energy and Utilities,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
Arendals Fossekompani ASA,AFK,2020,373.1351714,1,0,Large,Energy and Utilities,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
Arendals Fossekompani ASA,AFK,2021,429.9447368,1,0,Large,Energy and Utilities,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
Arendals Fossekompani ASA,AFK,2022,2.177571019,0,1,Large,Energy and Utilities,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
NRC Group ASA,NRC,2019,629.1269632,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NRC Group ASA,NRC,2020,655.1331803,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1
NRC Group ASA,NRC,2021,605.1524818,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1
NRC Group ASA,NRC,2022,714.1551027,1,0,Mid,Industrial Goods and Services,Norway,4,2019,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
Orkla ASA,ORK,2019,4406.936346,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
Orkla ASA,ORK,2020,4788.496312,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Orkla ASA,ORK,2021,5124.139052,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
Orkla ASA,ORK,2022,5779.570425,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
DNO ASA,DNO,2019,819.7321429,1,0,Mid,Energy and Utilities,Norway,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNO ASA,DNO,2020,549.0178571,1,0,Mid,Energy and Utilities,Norway,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNO ASA,DNO,2021,896.5178571,1,0,Mid,Energy and Utilities,Norway,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DNO ASA,DNO,2022,1307.631955,1,0,Mid,Energy and Utilities,Norway,4,2019,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1
Atea ASA,ATEA,2019,3723.663626,1,0,Large,Technology,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
Atea ASA,ATEA,2020,4012.982791,1,0,Large,Technology,Norway,4,2019,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1
Atea ASA,ATEA,2021,4197.159633,1,0,Large,Technology,Norway,4,2019,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1
Atea ASA,ATEA,2022,4455.18,1,0,Large,Technology,Norway,4,2019,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
NTS ASA,NTS,2019,170.376379,0,1,Large,Industrial Goods and Services,Norway,4,2019,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
NTS ASA,NTS,2020,212.0518499,0,1,Large,Industrial Goods and Services,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
NTS ASA,NTS,2021,530.2671732,1,0,Large,Industrial Goods and Services,Norway,4,2019,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
NTS ASA,NTS,2022,,0,0,Large,Industrial Goods and Services,Norway,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norsk Hydro ASA,NHY,2019,15214.24653,1,0,Large,Basic Materials,Norway,4,2019,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
Norsk Hydro ASA,NHY,2020,14030.96365,1,0,Large,Basic Materials,Norway,4,2019,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
Norsk Hydro ASA,NHY,2021,15564.31459,1,0,Large,Basic Materials,Norway,4,2019,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Norsk Hydro ASA,NHY,2022,20581.71921,1,0,Large,Basic Materials,Norway,4,2019,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Olav Thon Eiendomsselskap ASA,OLT,2019,272.6589325,0,1,Large,Finance,Norway,4,2019,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Olav Thon Eiendomsselskap ASA,OLT,2020,388.061521,0,1,Large,Finance,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
Olav Thon Eiendomsselskap ASA,OLT,2021,399.2360674,0,0,Large,Finance,Norway,4,2019,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1
Olav Thon Eiendomsselskap ASA,OLT,2022,556.8860154,0,1,Large,Finance,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1
Tomra Systems ASA,TOM,2019,949.4300981,1,0,Large,Industrial Goods and Services,Norway,3,2019,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1
Tomra Systems ASA,TOM,2020,1009.904712,1,0,Large,Industrial Goods and Services,Norway,3,2019,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1
Tomra Systems ASA,TOM,2021,1108.179768,1,0,Large,Industrial Goods and Services,Norway,3,2019,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
Veidekke ASA,VEI,2019,3939.433958,1,0,Large,Industrial Goods and Services,Norway,3,2019,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0
Veidekke ASA,VEI,2020,3874.520002,1,0,Large,Industrial Goods and Services,Norway,3,2019,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0
Veidekke ASA,VEI,2021,3818.850444,1,0,Large,Industrial Goods and Services,Norway,3,2019,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
SpareBank 1 BV,SBVG,2019,102.16,0,1,Mid,Finance,Norway,2,2019,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1
SpareBank 1 BV,SBVG,2020,127.9776103,0,1,Mid,Finance,Norway,2,2019,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1
SpareBank 1 Nord-Norge,NONG,2019,416.524,0,1,Large,Finance,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
SpareBank 1 Nord-Norge,NONG,2020,412.4423495,0,1,Large,Finance,Norway,4,2019,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1
SpareBank 1 Nord-Norge,NONG,2021,437.5342855,0,1,Large,Finance,Norway,4,2019,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
SpareBank 1 Nord-Norge,NONG,2022,402.2724434,0,1,Large,Finance,Norway,4,2019,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1
Sparebanken Vest,SVEG,2019,316.7475975,0,1,Large,Finance,Norway,4,2019,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Sparebanken Vest,SVEG,2020,389.9916699,0,1,Large,Finance,Norway,4,2019,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1
Sparebanken Vest,SVEG,2021,335.1348057,0,1,Large,Finance,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Sparebanken Vest,SVEG,2022,519.0739894,0,1,Large,Finance,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1
Sparebanken Sør,SOR,2019,240.5575083,0,1,Mid,Finance,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
Sparebanken Sør,SOR,2020,240.9638554,0,1,Mid,Finance,Norway,4,2019,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
Sparebanken Sør,SOR,2021,355.0458156,0,1,Mid,Finance,Norway,4,2019,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1
Sparebanken Sør,SOR,2022,280.5216793,0,1,Mid,Finance,Norway,4,2019,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1
Sparebanken Møre,MORG,2019,133.38,0,1,Mid,Finance,Norway,4,2019,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0
Sparebanken Møre,MORG,2020,198.500579,0,1,Mid,Finance,Norway,4,2019,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1
SpareBank 1 SMN,MING,2019,418.2815,1,0,Large,Finance,Norway,4,2019,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1
SpareBank 1 SMN,MING,2020,355.376,1,0,Large,Finance,Norway,4,2019,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1
SpareBank 1 SMN,MING,2021,397.8138524,1,0,Large,Finance,Norway,4,2019,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1
SpareBank 1 SMN,MING,2022,570.1499197,1,0,Large,Finance,Norway,4,2019,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1
SpareBank 1 Ringerike Hadeland,RING,2019,90.35982039,0,1,Mid,Finance,Norway,4,2019,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SpareBank 1 Ringerike Hadeland,RING,2020,84.52020561,0,1,Mid,Finance,Norway,4,2019,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1
SpareBank 1 Ringerike Hadeland,RING,2021,109.3073813,0,1,Mid,Finance,Norway,4,2019,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
SpareBank 1 Ringerike Hadeland,RING,2022,93.93615865,0,1,Mid,Finance,Norway,4,2019,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
Photocure ASA,PHO,2019,28.602369,0,1,Mid,Health Care,Norway,2,2019,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Photocure ASA,PHO,2020,26.05518194,0,1,Mid,Health Care,Norway,2,2019,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
ArcticZymes Technologies ASA(formerly Biotec Pharmacon ASA),AZTO,2019,7.847274427,0,1,Mid,Health Care,Norway,2,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ArcticZymes Technologies ASA(formerly Biotec Pharmacon ASA),AZTO,2020,9.937524127,0,1,Mid,Health Care,Norway,2,2019,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0
SpareBank 1 Helgeland (formerly: Helgeland Sparebank),HELG,2019,129.4215648,0,1,Mid,Finance,Norway,4,2019,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SpareBank 1 Helgeland (formerly: Helgeland Sparebank),HELG,2020,88.68526382,0,1,Mid,Finance,Norway,4,2019,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
SpareBank 1 Helgeland (formerly: Helgeland Sparebank),HELG,2021,97.42172738,0,1,Mid,Finance,Norway,4,2019,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SpareBank 1 Helgeland (formerly: Helgeland Sparebank),HELG,2022,94.53006482,0,1,Mid,Finance,Norway,4,2019,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
DNB Bank ASA,DNB,2019,5572.746297,1,0,Large,Finance,Norway,4,2019,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
Otello Corporation ASA,OTEC,2020,231.25,0,1,Mid,Technology,Norway,2,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otello Corporation ASA,OTEC,2019,215.05,0,1,Mid,Technology,Norway,2,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telenor ASA,TEL,2019,9799.0,1,0,Large,Other,Norway,4,2019,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1
Telenor ASA,TEL,2020,9799.0,1,0,Large,Other,Norway,4,2019,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1
Telenor ASA,TEL,2021,9799.0,1,0,Large,Other,Norway,4,2019,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1
Telenor ASA,TEL,2022,9799.0,1,0,Large,Other,Norway,4,2019,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
DOF ASA,DOFO,2020,707.4,1,0,Mid,Energy and Utilities,Norway,1,2020,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0
Austevoll Seafood ASA,AUSS,2019,2368.191146,1,0,Large,Consumer Goods and Services,Norway,4,2019,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
